"sid","name","u_time","agency","do","city","gu","c_add","phone","fee","etc","create_date"
"ME183112","GS 여수율촌점","24시간 이용가능","환경부(한국자동차환경협회)","전라남도","여수시","율촌면","전라남도 여수시 율촌면 여순로 699 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183113","롯데마트 여천점","10:00~23:00","환경부(한국자동차환경협회)","전라남도","여수시","무선로","전라남도 여수시 무선로 187, 4층 주차장 428 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183114","명동노외공영주차장(노외주차장)","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","창원시","진해구","경상남도 창원시 진해구 명동580, 좌측 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183115","북면골프연습장","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","창원시","의창구","경상남도 창원시 의창구 월계리 162-4, 골프장 밑 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183116","호암이병철생가 공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","의령군","의령군","경상남도 의령군 정곡면 중교리 487 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183117","함안군종합사회복지관","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","함안군","함안군","경상남도 함안군 칠원읍 삼칠로 155 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183118","양산시청","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","양산시","남부동","경상남도 양산시 남부동 876-1, 양산문화회관 건너편 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183119","상북면사무소","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","양산시","상북면","경상남도 양산시 상북면 석계리 272-20 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183120","동면상동체육공원","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","양산시","동면","경상남도 양산시 동면 여락리 301-1 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183121","법기수원지","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","양산시","동면","경상남도 양산시 동면 법기리 523-3 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183122","언양공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","울산광역시","울산시","울주군","울산광역시 울주군 언양읍 남부리 73, 입구 우측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183124","장생포 고래문화마을 소형주차장","24시간 이용가능","환경부(한국자동차환경협회)","울산광역시","울산시","남구","울산광역시 남구 매암동 243 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183125","창평공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","울산광역시","울산시","북구","울산광역시 북구 창평동 1052-1 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183126","매곡1산업단지 공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","울산광역시","울산시","북구","울산광역시 북구 매곡동 349-3 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183127","매곡3산업단지 공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","울산광역시","울산시","북구","울산광역시 북구 매곡동 884-5 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183128","모듈화산업단지 제2공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","울산광역시","울산시","북구","울산광역시 북구 효문동 986 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183129","경주시청","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","경주시","양정로","경상북도 경주시 양정로 260 ","1661-9408","유료","1시간 무료,30분 500원 ","Wed Sep 23 14:00:54 2020"
"ME183130","건천운동장","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","경주시","건천읍","경상북도 경주시 건천읍 천포리 1122 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183131","월정교주차장","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","경주시","천원2길","경상북도 경주시 천원2길 9 경북 경주시 교동 153-5","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183132","단계교 주차장","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","구미시","단계동길","경상북도 구미시 단계동길 52, 단계교 쉼터 옆 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183133","지좌동주민센터","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","김천시","영남대로","경상북도 김천시 영남대로 1940 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183134","후포문화복지센터","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","울진군","울진군","경상북도 울진군 후포면 삼율로 17 후포문화복지센터","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183135","동명면평생학습복지센터","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","칠곡군","칠곡군","경상북도 칠곡군 동명면 동명팔거천2길 9, 복지센터 앞 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183136","포항철강관리공단","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","포항시","남구","경상북도 포항시 남구 철강로 362, 후면 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183137","기계면사무소","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","포항시","북구","경상북도 포항시 북구 기계면 근면길 14 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183138","김천시청","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","김천시","신음동","경상북도 김천시 신음동 1284, 입구 우측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183139","부곡근린공원 주차장","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","김천시","부곡동","경상북도 김천시 부곡동 1533-1 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183140","구룡포읍사무소","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","포항시","남구","경상북도 포항시 남구 구룡포읍 호미로 133 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183141","대송면다목적복지회관","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","포항시","남구","경상북도 포항시 남구 대송면 제내리 630-5 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183142","영주시청","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","영주시","시청로","경상북도 영주시 시청로 1, 입구 우측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183143","영주선비촌주차장","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","영주시","순흥면","경상북도 영주시 순흥면 청구리 362, 소형주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183144","대구환경공단 달성사업소","24시간 이용가능","환경부(한국자동차환경협회)","대구광역시","대구시","달성군","대구광역시 달성군 현풍면 현풍서로 147 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183145","논산시국민체육센터","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","논산시","논산대로","충청남도 논산시 논산대로 382, 논산건강관리센터 옆 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183146","연무문화체육센터","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","논산시","연무로","충청남도 논산시 연무로 166번길 64, 2주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183147","주교면 행정복지센터","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","보령시","주교면","충청남도 보령시 주교면 울계큰길 396 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183148","대천해수욕장 제1주차장","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","보령시","신흑동","충청남도 보령시 신흑동 1437-3 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183149","머드광장","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","보령시","신흑동","충청남도 보령시 신흑동 2279, 입구 우측 안쪽 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183150","무창포해수욕장 제6공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","보령시","웅천읍","충청남도 보령시 웅천읍 독산리 784-2, 입구 좌측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183151","주포면사무소","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","보령시","주포면","충청남도 보령시 주포면 보령읍성길 38-1 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183152","서천특화시장","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","서천군","서천군","충청남도 서천군 서천읍 군사리 703, 우측 주차장 입구 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183153","한산119안전센터 공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","서천군","서천군","충청남도 서천군 한산면 지현리 8, 건물 우측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183154","판교면행정복지센터","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","서천군","서천군","충청남도 서천군 판교면 현암리 183-1, 입구 좌측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183155","천안박물관","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","천안시","동남구","충청남도 천안시 동남구 삼룡동 401-17, 입구 좌측 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183156","서부농협 광리지점","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","홍성군","홍성군","충청남도 홍성군 서부면 서부로 777 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183157","충청남도청","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","홍성군","홍성군","충청남도 홍성군 홍북읍 충남대로 21, 입구 좌측 끝 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183158","블루핸즈 서산현대서비스","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","서산시","수석동","충청남도 서산시 수석동 204-19 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183159","블루핸즈 북천안현대서비스","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","천안시","서북구","충청남도 천안시 서북구 신당새터 2길 28, 카페 옆 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183160","블루핸즈 내포현대서비스","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","홍성군","홍성군","충청남도 홍성군 홍북읍 홍북로 453번길 50 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183161","블루핸즈 오관점","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","홍성군","홍성군","충청남도 홍성군 홍성읍 충서로 1402 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183162","세종호수공원제2주차장","24시간 이용가능","환경부(한국자동차환경협회)","세종특별자치시","세종시","어진동","세종특별자치시 어진동 621, 입구 우측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183163","삼척종합운동장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","삼척시","동해대로","강원도 삼척시 동해대로 4234, 테니스장 옆 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183164","삼척시평생학습관","24시간 이용가능","환경부(한국자동차환경협회)","강원도","삼척시","청석로3길","강원도 삼척시 청석로3길 16-41 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183165","신기면사무소","24시간 이용가능","환경부(한국자동차환경협회)","강원도","삼척시","신기면","강원도 삼척시 신기면 신기길 15 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183166","가곡면 행복문화센터","24시간 이용가능","환경부(한국자동차환경협회)","강원도","삼척시","가곡면","강원도 삼척시 가곡면 가곡천로 1476 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183167","하장면사무소","24시간 이용가능","환경부(한국자동차환경협회)","강원도","삼척시","하장면","강원도 삼척시 하장면 하장길 118 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183168","엑스포공원 상징탑 주변 동쪽 주차장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","속초시","조양동","강원도 속초시 조양동 1544-3 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183169","고한읍사무소","24시간 이용가능","환경부(한국자동차환경협회)","강원도","정선군","정선군","강원도 정선군 고한읍 고한2길 1  ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183170","우천면사무소","24시간 이용가능","환경부(한국자동차환경협회)","강원도","횡성군","횡성군","강원도 횡성군 우천면 우항1길 5-30 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183171","공근면사무소","24시간 이용가능","환경부(한국자동차환경협회)","강원도","횡성군","횡성군","강원도 횡성군 공근면 학담리 202 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183172","신동읍사무소","24시간 이용가능","환경부(한국자동차환경협회)","강원도","정선군","정선군","강원도 정선군 신동읍 예미리 759 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183173","양양문화원","24시간 이용가능","환경부(한국자동차환경협회)","강원도","양양군","양양군","강원도 양양군 양양읍 양양로 114-5 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183174","국립산악박물관","24시간 이용가능","환경부(한국자동차환경협회)","강원도","속초시","미시령로","강원도 속초시 미시령로 3054 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183175","속초시립박물관","24시간 이용가능","환경부(한국자동차환경협회)","강원도","속초시","신흥2길","강원도 속초시 신흥2길 16, 입구 매표소앞 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183176","노곡면 복지회관","24시간 이용가능","환경부(한국자동차환경협회)","강원도","삼척시","노곡면","강원도 삼척시 노곡면 미근로 866 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183177","추암해변 신설주차장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","동해시","추암길","강원도 동해시 추암길 200, 동해러시아대게마을 옆 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183178","덕구온천콘도주차장","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","울진군","울진군","경상북도 울진군 북면 덕구리 578-6 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183179","초평면사무소","24시간 이용가능","환경부(한국자동차환경협회)","충청북도","진천군","진천군","충청북도 진천군 초평면 초동로 45-6 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183180","백곡면사무소","24시간 이용가능","환경부(한국자동차환경협회)","충청북도","진천군","진천군","충청북도 진천군 백곡면 장터길 15-10, 입구 우측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183181","이월면사무소","24시간 이용가능","환경부(한국자동차환경협회)","충청북도","진천군","진천군","충청북도 진천군 이월면 진광로 729 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183182","내수읍사무소","24시간 이용가능","환경부(한국자동차환경협회)","충청북도","청주시","청원구","충청북도 청주시 청원구 내수읍 마산3길 49, 후문 앞 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183183","강내면사무소","24시간 이용가능","환경부(한국자동차환경협회)","충청북도","청주시","태성탑연로","충청북도 청주시 태성탑연로 433, 보건지소 앞 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183184","현도면사무소","24시간 이용가능","환경부(한국자동차환경협회)","충청북도","청주시","서원구","충청북도 청주시 서원구 현도면 선동1길 9 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183185","오송산단관리사무소","24시간 이용가능","환경부(한국자동차환경협회)","충청북도","청주시","오송읍","충청북도 청주시 오송읍 오송생명로 150 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183186","북이면사무소","24시간 이용가능","환경부(한국자동차환경협회)","충청북도","청주시","북이면","충청북도 청주시 북이면 신대석성로 10 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183187","김제시 관광안내소","24시간 이용가능","환경부(한국자동차환경협회)","전라북도","김제시","금산면","전라북도 김제시 금산면 금산리 203-2, 대형 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183188","고산시장 주차장","24시간 이용가능","환경부(한국자동차환경협회)","전라북도","완주군","완주군","전라북도 완주군 고산면 읍내리 919, 입구 좌측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183189","대둔산 주차장","24시간 이용가능","환경부(한국자동차환경협회)","전라북도","완주군","완주군","전라북도 완주군 운주면 산북리 610-15 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183190","청도군청 주차장","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","청도군","청도군","경상북도 청도군 화양읍 청화로 70, 후문 앞 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183191","동탄2수질복원센터","24시간 이용가능","환경부(한국자동차환경협회)","경기도","화성시","동탄면","경기도 화성시 동탄면 동탄산단7길 60 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183192","한국주택토지공사 동탄사업본부","24시간 이용가능","환경부(한국자동차환경협회)","경기도","화성시","노작로","경기도 화성시 노작로 10, 우측주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183193","롯데마트 평택점","24시간 이용가능","환경부(한국자동차환경협회)","경기도","평택시","평택5로","경기도 평택시 평택5로 30, 6층 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183194","롯데마트 안성점","24시간 이용가능","환경부(한국자동차환경협회)","경기도","안성시","공도읍","경기도 안성시 공도읍 서동대로 4478, 정문 부근 옥외주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183195","철원군청 소속 주차장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","철원군","철원군","강원도 철원군 갈말읍 삼부연로38 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183196","와수시장 2공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","철원군","철원군","강원도 철원군 서면 와수리1160-3 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183197","동송공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","철원군","철원군","강원도 철원군 동송읍 이평2로17번길32 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183198","하나로마트 강릉농협 강동점","24시간 이용가능","환경부(한국자동차환경협회)","강원도","강릉시","강동면","강원도 강릉시 강동면 와천로 463 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183199","강북공설운동장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","강릉시","연곡면","강원도 강릉시 연곡면 연주로 188 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183200","춘천시청 내","24시간 이용가능","환경부(한국자동차환경협회)","강원도","춘천시","삭주로","강원도 춘천시 삭주로 3 ","1661-9408","유료","1시간 무료,30분 600원, 초과 10분 300원 ","Wed Sep 23 14:00:54 2020"
"ME183201","강원도청","24시간 이용가능","환경부(한국자동차환경협회)","강원도","춘천시","중앙로","강원도 춘천시 중앙로 1 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183202","엘리시안 강촌 리조트","24시간 이용가능","환경부(한국자동차환경협회)","강원도","춘천시","북한강변길","강원도 춘천시 북한강변길 688, 지하주차장 D15 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183203","소양강댐 주차장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","춘천시","신북읍","강원도 춘천시 신북읍 천전6리 15-3 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183204","무안군청 주차장","24시간 이용가능","환경부(한국자동차환경협회)","전라남도","무안군","무안군","전라남도 무안군 무안로 530, 군청 후면 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183205","화순군청 후면 주차장","24시간 이용가능","환경부(한국자동차환경협회)","전라남도","화순군","화순군","전라남도 화순군 화순읍 훈리 31, 군청 후면 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183206","전기안전공사 본사","24시간 이용가능","환경부(한국자동차환경협회)","전라북도","완주군","완주군","전라북도 완주군 이서면 오공로 12, 입구 우측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183207","전기안전공사 광주전남지역","24시간 이용가능","환경부(한국자동차환경협회)","광주광역시","광주시","서구","광주광역시 서구 경열로 17번길 5 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183208","통진두레문화센터","24시간 이용가능","환경부(한국자동차환경협회)","경기도","김포시","통진읍","경기도 김포시 통진읍 김포대로 2347-8 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183209","김해휴게소 기장방향","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","김해시","대동면","경상남도 김해시 대동면 월촌리 770 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183210","김해휴게소 창원방향","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","김해시","대동면","경상남도 김해시 대동면 월촌리 770 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183211","성주휴게소 양평방향","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","성주군","성주군","경상북도 성주군 초전면 용봉리 129-5 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183212","성주휴게소 창원방향","24시간 이용가능","환경부(한국자동차환경협회)","경상북도","성주군","성주군","경상북도 성주군 대가면 중부내륙고속도로 97 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183213","롯데마트 수지점","10:00~23:00","환경부(한국자동차환경협회)","경기도","용인시","기흥구","경기도 용인시 기흥구 진산로 116, 4층 31, 정비소 옆 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183214","롯데마트 신갈점","24시간 이용가능","환경부(한국자동차환경협회)","경기도","용인시","기흥구","경기도 용인시 기흥구 중부대로 375, 지하2층 10 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183215","롯데마트 권선점","10:00~23:00","환경부(한국자동차환경협회)","경기도","수원시","권선구","경기도 수원시 권선구 동수원로 232, 지하2층 주차장 좌측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183216","롯데마트 시흥배곧점","10:00~23:00","환경부(한국자동차환경협회)","경기도","시흥시","서울대학로278번길","경기도 시흥시 서울대학로278번길 67, 지상4층 주차장 A4 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183217","양산디자인공원","24시간 이용가능","환경부(한국자동차환경협회)","경상남도","양산시","백호로23,","경상남도 양산시 백호로23, 축구장 옆 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183218","수원도시공사","24시간 이용가능","환경부(한국자동차환경협회)","경기도","수원시","권선구","경기도 수원시 권선구 수인로 126, 수원도시공사 앞 주차장 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME183219","국회의원회관","09:00 ~ 18:00","환경부(한국자동차환경협회)","서울특별시","서울시","영등포구","서울특별시 영등포구 의사당대로1, 국회의원회관 주차장 우측 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184001","강원도산업경제진흥원","24시간 이용가능","환경부(한국자동차환경협회)","강원도","원주시","호저로","강원도 원주시 호저로 47 (우산동 405-29)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184002","영월스포츠파크 실내수영장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","영월군","영월군","강원도 영월군 영월읍 제방안길 100 , 수영장 좌측 주차장(하송리 56)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184003","강릉종합운동장","24시간 이용가능","환경부(한국자동차환경협회)","강원도","강릉시","종합운동장길","강원도 강릉시 종합운동장길 69 (교동 2-11)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184004","평창군청","24시간 이용가능","환경부(한국자동차환경협회)","강원도","평창군","평창군","강원도 평창군 평창읍 군청길 77 (하리 210-2)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184005","횡성군청","24시간 이용가능","환경부(한국자동차환경협회)","강원도","횡성군","횡성군","강원도 횡성군 횡성읍 태기로 19 (읍하리 472-83)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184006","가평휴게소(서울방향)","24시간 이용가능","환경부(한국자동차환경협회)","경기도","가평군","가평군","경기도 가평군 설악면 미사리로 544 가평휴게소 , SK 가평주유소(서울방향) 옆(미사리 287-28)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184007","가평휴게소(춘천방향)","24시간 이용가능","환경부(한국자동차환경협회)","경기도","가평군","가평군","경기도 가평군 설악면 미사리로 540번길 51 가평휴게소 , SK 가평주유소(춘천방향) 옆(미사리 149)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184008","가평군청","24시간 이용가능","환경부(한국자동차환경협회)","경기도","가평군","가평군","경기도 가평군 가평읍 석봉로 181 정면 우측 주차장(읍내리 513)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184009","청평면사무소","24시간 이용가능","환경부(한국자동차환경협회)","경기도","가평군","가평군","경기도 가평군 청평면 은고개로 23 (청평리 333-1)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184010","고양시청","24시간 이용가능","환경부(한국자동차환경협회)","경기도","고양시","덕양구","경기도 고양시 덕양구 고양시청로 10 , 주차장 입구 전 우측(주교동 600)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184011","일산동구청","24시간 이용가능","환경부(한국자동차환경협회)","경기도","고양시","일산동구","경기도 고양시 일산동구 중앙로 1256 , 좌측(마두동 815)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184012","소요산축산물브랜드육타운 공영주차장","24시간 이용가능","환경부(한국자동차환경협회)","경기도","동두천시","평화로2910번길","경기도 동두천시 평화로2910번길 30 (상봉암동 10)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184013","안성휴게소(서울방향)","24시간 이용가능","환경부(한국자동차환경협회)","경기도","안성시","원곡면","경기도 안성시 원곡면 경부고속도로 372 (산하리 421-4)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184014","망향휴게소(부산방향)","24시간 이용가능","환경부(한국자동차환경협회)","충청남도","천안시","서북구","충청남도 천안시 서북구 성거읍 돌다리길 23-37 ","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
"ME184015","안성맞춤휴게소(평택방향)","24시간 이용가능","환경부(한국자동차환경협회)","경기도","안성시","서운면","경기도 안성시 서운면 평택제천고속도로 41 제2소형주차장 여성전용주차장 옆(신능리 111-20)","1661-9408","유료","없음 ","Wed Sep 23 14:00:54 2020"
